,id,label,age,treatment,raw_time,timeFMT,timeDSS,FMT,DSS,donor_age,donor2acceptor,label_id,timeBF,timeBO,BF,BO,CHÊ±¼ä,cohousing,primry_order,cage,Alias,Alias2
sample1807,1807,FMT-OO-D56-J5-1,18,2,56,56,NA,1,NA,18,OO,J5,NA,NA,NA,NA,NA,NA,378,J,FMT-M,
sample1814,1814,U1,2,2,60,NA,35,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1815,1815,U2,2,2,60,NA,35,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1816,1816,U3,2,2,60,NA,35,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1817,1817,U4,2,2,60,NA,35,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1818,1818,U5,2,2,60,NA,35,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1819,1819,H1,18,2,60,NA,35,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1593,1593,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1594,1594,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1595,1595,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1596,1596,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1597,1597,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1598,1598,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1599,1599,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1600,1600,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1601,1601,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1602,1602,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1603,1603,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1604,1604,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1605,1605,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1606,1606,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1607,1607,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1820,1820,H2,18,2,60,NA,35,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1821,1821,H3,18,2,60,NA,35,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1822,1822,H4,18,2,60,NA,35,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1823,1823,H5,18,2,60,NA,35,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1824,1824,V1,2,2,60,NA,35,1,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1825,1825,V2,2,2,60,NA,35,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1826,1826,V3,2,2,60,NA,35,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1827,1827,V4,2,2,60,NA,35,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1828,1828,V5,2,2,60,NA,35,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1829,1829,K2,18,2,60,NA,35,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1830,1830,K3,18,2,60,NA,35,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1831,1831,K4,18,2,60,NA,35,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1832,1832,K5,18,2,60,NA,35,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1849,1849,U1,2,2,67,NA,42,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1850,1850,U2,2,2,67,NA,42,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1851,1851,U3,2,2,67,NA,42,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1852,1852,U4,2,2,67,NA,42,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1853,1853,U5,2,2,67,NA,42,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1854,1854,H1,18,2,67,NA,42,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1628,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1629,1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1630,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1631,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1633,1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1634,1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1635,1635,18-D49-F1-1,18,2,49,49,49,0,NA,NA,O2,F1,49,NA,1,NA,NA,NA,277,F,ABH,SR
sample1636,1636,18-D49-F2-1,18,2,49,49,49,0,NA,NA,O2,F2,49,NA,1,NA,NA,NA,278,F,ABH,SR
sample1637,1637,18-D49-F3-1,18,2,49,49,49,0,NA,NA,O2,F3,49,NA,1,NA,NA,NA,279,F,ABH,SR
sample1638,1638,18-D49-F4-1,18,2,49,49,49,0,NA,NA,O2,F4,49,NA,1,NA,NA,NA,280,F,ABH,SR
sample1639,1639,18-D49-F5-1,18,2,49,49,49,0,NA,NA,O2,F5,49,NA,1,NA,NA,NA,281,F,ABH,SR
sample1640,1640,18-D4-O1-1,18,3,4,4,NA,0,NA,NA,O3,O1,NA,4,NA,1,NA,NA,282,O,ABL,
sample1641,1641,18-D4-O2-1,18,3,4,4,NA,0,NA,NA,O3,O2,NA,4,NA,1,NA,NA,283,O,ABL,
sample1642,1642,18-D4-O3-1,18,3,4,4,NA,0,NA,NA,O3,O3,NA,4,NA,1,NA,NA,284,O,ABL,
sample1643,1643,18-D4-O4-1,18,3,4,4,NA,0,NA,NA,O3,O4,NA,4,NA,1,NA,NA,285,O,ABL,
sample1644,1644,18-D4-O5-1,18,3,4,4,NA,0,NA,NA,O3,O5,NA,4,NA,1,NA,NA,286,O,ABL,
sample1855,1855,H2,18,2,67,NA,42,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1856,1856,H3,18,2,67,NA,42,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1857,1857,H4,18,2,67,NA,42,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1858,1858,H5,18,2,67,NA,42,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1859,1859,V1,2,2,67,NA,42,1,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1860,1860,V2,2,2,67,NA,42,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1861,1861,V3,2,2,67,NA,42,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1862,1862,V4,2,2,67,NA,42,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1863,1863,V5,2,2,67,NA,42,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1864,1864,K2,18,2,67,NA,42,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1865,1865,K3,18,2,67,NA,42,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1866,1866,K4,18,2,67,NA,42,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1867,1867,K5,18,2,67,NA,42,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1884,1884,U1,2,2,74,NA,49,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1885,1885,U2,2,2,74,NA,49,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1886,1886,U3,2,2,74,NA,49,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1887,1887,U4,2,2,74,NA,49,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1888,1888,U5,2,2,74,NA,49,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1889,1889,H1,18,2,74,NA,49,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1665,1665,18-D70-B1-1,18,0,70,49,49,0,NA,NA,O0,B1,49,7,1,1,NA,NA,287,B,Ctrl,
sample1666,1666,18-D70-B2-1,18,0,70,49,49,0,NA,NA,O0,B2,49,7,1,1,NA,NA,288,B,Ctrl,
sample1667,1667,18-D70-B3-1,18,0,70,49,49,0,NA,NA,O0,B3,49,7,1,1,NA,NA,289,B,Ctrl,
sample1668,1668,18-D70-B4-1,18,0,70,49,49,0,NA,NA,O0,B4,49,7,1,1,NA,NA,290,B,Ctrl,
sample1669,1669,18-D70-B5-1,18,0,70,49,49,0,NA,NA,O0,B5,49,7,1,1,NA,NA,291,B,Ctrl,
sample1670,1670,18-D7-O1-1,18,3,7,7,NA,0,NA,NA,O3,O1,NA,7,NA,1,NA,NA,292,O,ABL,
sample1671,1671,18-D7-O2-1,18,3,7,7,NA,0,NA,NA,O3,O2,NA,7,NA,1,NA,NA,293,O,ABL,
sample1672,1672,18-D7-O3-1,18,3,7,7,NA,0,NA,NA,O3,O3,NA,7,NA,1,NA,NA,294,O,ABL,
sample1673,1673,18-D7-O4-1,18,3,7,7,NA,0,NA,NA,O3,O4,NA,7,NA,1,NA,NA,295,O,ABL,
sample1674,1674,18-D7-O5-1,18,3,7,7,NA,0,NA,NA,O3,O5,NA,7,NA,1,NA,NA,296,O,ABL,
sample1890,1890,H2,18,2,74,NA,49,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1891,1891,H3,18,2,74,NA,49,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1892,1892,H4,18,2,74,NA,49,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1893,1893,H5,18,2,74,NA,49,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1894,1894,V1,2,2,74,NA,49,1,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1895,1895,V2,2,2,74,NA,49,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1896,1896,V3,2,2,74,NA,49,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1897,1897,V4,2,2,74,NA,49,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1898,1898,V5,2,2,74,NA,49,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1899,1899,K2,18,2,74,NA,49,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1900,1900,K3,18,2,74,NA,49,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1901,1901,K4,18,2,74,NA,49,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1902,1902,K5,18,2,74,NA,49,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample780,780,I1,18,2,0,0,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample781,781,I2,18,2,0,0,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample782,782,I3,18,2,0,0,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample783,783,I4,18,2,0,0,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample784,784,I5,18,2,0,0,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample795,795,X1,2,2,0,0,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1694,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1695,1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1696,1696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1697,1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1698,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1699,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1700,1700,18-D56-F1-1,18,2,56,56,56,0,NA,NA,O2,F1,56,NA,1,NA,NA,NA,316,F,ABH,SR
sample1701,1701,18-D56-F2-1,18,2,56,56,56,0,NA,NA,O2,F2,56,NA,1,NA,NA,NA,317,F,ABH,SR
sample1702,1702,18-D56-F3-1,18,2,56,56,56,0,NA,NA,O2,F3,56,NA,1,NA,NA,NA,318,F,ABH,SR
sample1703,1703,18-D56-F4-1,18,2,56,56,56,0,NA,NA,O2,F4,56,NA,1,NA,NA,NA,319,F,ABH,SR
sample1704,1704,18-D56-F5-1,18,2,56,56,56,0,NA,NA,O2,F5,56,NA,1,NA,NA,NA,320,F,ABH,SR
sample1705,1705,U1,2,2,46,NA,21,-4,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1706,1706,U2,2,2,46,NA,21,-4,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1707,1707,U3,2,2,46,NA,21,-4,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1708,1708,U4,2,2,46,NA,21,-4,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1709,1709,U5,2,2,46,NA,21,-4,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample796,796,X2,2,2,0,0,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample797,797,X3,2,2,0,0,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample798,798,X4,2,2,0,0,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample799,799,X5,2,2,0,0,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample810,810,L1,18,2,0,0,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1715,1715,V1,2,2,46,NA,21,-4,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1716,1716,V2,2,2,46,NA,21,-4,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1717,1717,V3,2,2,46,NA,21,-4,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1718,1718,V4,2,2,46,NA,21,-4,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1719,1719,V5,2,2,46,NA,21,-4,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample811,811,L2,18,2,0,0,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample812,812,L3,18,2,0,0,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample813,813,L4,18,2,0,0,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample814,814,L5,18,2,0,0,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1725,1725,18-D77-B1-1,18,0,77,56,56,0,NA,NA,O0,B1,56,14,1,1,NA,NA,321,B,Ctrl,
sample1726,1726,18-D77-B2-1,18,0,77,56,56,0,NA,NA,O0,B2,56,14,1,1,NA,NA,322,B,Ctrl,
sample1727,1727,18-D77-B3-1,18,0,77,56,56,0,NA,NA,O0,B3,56,14,1,1,NA,NA,323,B,Ctrl,
sample1728,1728,18-D77-B4-1,18,0,77,56,56,0,NA,NA,O0,B4,56,14,1,1,NA,NA,324,B,Ctrl,
sample1729,1729,18-D77-B5-1,18,0,77,56,56,0,NA,NA,O0,B5,56,14,1,1,NA,NA,325,B,Ctrl,
sample1730,1730,18-D14-O1-1,18,3,14,14,NA,0,NA,NA,O3,O1,NA,14,NA,1,NA,NA,326,O,ABL,
sample1731,1731,18-D14-O2-1,18,3,14,14,NA,0,NA,NA,O3,O2,NA,14,NA,1,NA,NA,327,O,ABL,
sample1732,1732,18-D14-O3-1,18,3,14,14,NA,0,NA,NA,O3,O3,NA,14,NA,1,NA,NA,328,O,ABL,
sample1733,1733,18-D14-O4-1,18,3,14,14,NA,0,NA,NA,O3,O4,NA,14,NA,1,NA,NA,329,O,ABL,
sample1734,1734,18-D14-O5-1,18,3,14,14,NA,0,NA,NA,O3,O5,NA,14,NA,1,NA,NA,330,O,ABL,
sample820,820,T1,2,2,1,1,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample821,821,T3,2,2,1,1,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample822,822,T4,2,2,1,1,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample823,823,T5,2,2,1,1,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample839,839,I1,18,2,1,1,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample840,840,I2,18,2,1,1,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample841,841,I3,18,2,1,1,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample842,842,I4,18,2,1,1,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample843,843,I5,18,2,1,1,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample854,854,X1,2,2,1,1,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample855,855,X2,2,2,1,1,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample856,856,X3,2,2,1,1,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample857,857,X4,2,2,1,1,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample858,858,X5,2,2,1,1,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample869,869,L1,18,2,1,1,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample870,870,L2,18,2,1,1,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample871,871,L3,18,2,1,1,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample872,872,L4,18,2,1,1,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample873,873,L5,18,2,1,1,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1754,1754,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1755,1755,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1756,1756,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1757,1757,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1758,1758,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1759,1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample889,889,T1,2,2,4,4,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample890,890,T3,2,2,4,4,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample891,891,T4,2,2,4,4,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample892,892,T5,2,2,4,4,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample908,908,I1,18,2,4,4,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
